text,label,spam_categories,target_Bank Scam,target_Gambling,target_General Spam,target_Phishing,cleaned_text,nb_label
Hiring: TikTok Shop Part-time/Homebase. Earn 3000-8000 daily using phone. Msg us: 09283334444,General Spam,['General Spam'],0,0,1,0,hiring tiktok shop parttimehomebase earn eooobooo daily using phone msg u ogbeeeaaaa,Spam
Verify your GCASH mobile number to avoid account deletion. Update here: bit.ly/secure-ph-996372,Bank Scam,['Bank Scam'],1,0,0,0,verify your gcash mobile number avoid account deletion update here urllink,Spam
Laro na sa 777PUB! Get Daily 50 pesos free pag nag-register today. Link d2: bit.ly/secure-ph-248434,Gambling,['Gambling'],0,1,0,0,laro tttpubi get daily peso free pag nagregister today link urllink,Spam
"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",Ham,[],0,0,0,0,today sorry dayi ever angry you ever misbehaved hurt you plz plz just slap urself bcoz ur fault im basically good,Ham
"Dear <NAME>, Your parcel number PH244073474795Y has been out for delivery. Please prepare exact amount if the order is COD",Ham,[],0,0,0,0,dear name your parcel number phaaoteatatgsy delivery please prepare exact amount order cod,Ham
May kape pa ba tayo dyan,Ham,[],0,0,0,0,may kape dyan,Ham
"Shopee-Info: Dear Christopher, you are on our winners list today in Midsayap - Request your prize here: ilsj.me/VieUb",Phishing,['Phishing'],0,0,0,1,shopeeinfo dear christopher you our winner list today midsayap request your prize here ilsjmevieub,Spam
Subscribe to our fitness tips: Drink plenty of water. 15 pesos for 15 days.,General Spam,['General Spam'],0,0,1,0,subscribe our fitness tip drink plenty water peso day,Spam
"Go+99 now comes with UNLI Facebook or TikTok! Enjoy unli access to Facebook or TikTok, 10GB for all sites, and unli all-net texts, valid for 7 days PLUS a free voucher. Get it via GlobeOne and GCash. No advisories? Text OFF to 2686 for free.",Ham,[],0,0,0,0,gotgg now come unli facebook tiktoki enjoy unli access facebook tiktok iogb all site unli allnet text valid day plus free voucher get via globeone gcash no advisory text gbg free,Ham
Your payment of P60.00 to SHOPEEPAY has been successfully processed on 09-09-21 10:12:41 PM. Ref. No. 004424248,Ham,[],0,0,0,0,your payment pgooo shopeepay successfully processed ogogi ioiai pm ref no ooaaaab,Ham
"You have received 1082.70 of GCash from DCPay / COINS.PH with account ending in 4503. Your new balance is 1085.12 02-12-23 06:45 PM. Ref. No. 307384. Use now to buy load, purchase items, send money, pay bills, and a lot more!",Ham,[],0,0,0,0,you received iobto gcash dcpay coinsph account ending asoe your new balance iobsi oie ogas pm ref no eoteba use now buy load purchase item send money pay bill lot morei,Ham
Paki send naman sa gc ung pdf,Ham,[],0,0,0,0,paki send gc ung pdf,Ham
Use 602202 for two-factor authentication on Facebook.,Ham,[],0,0,0,0,use goo twofactor authentication facebook,Ham
"You have received P752.40 of GCash from 7eleven Kiosk with MSG - 2122-8368-8043. Your new balance is P752.40 Mon Aug 16 15:10:40 GMT+08:00 2021. Ref no. 0001949743172. Use now to buy load, purchase items, send money, pay bills and a lot more!",Ham,[],0,0,0,0,you received ptsao gcash televen kiosk msg ibegbboae your new balance ptsao mon aug ig isioao gmttoboo oi ref no oooigagtaeit use now buy load purchase item send money pay bill lot morei,Ham
What's the significance?,Ham,[],0,0,0,0,whats significance,Ham
Ang mga bago at lumang miyembro ng 177BET na nag-top up ng P177 ay makakatanggap ng P177 na bonus! 177betp.xyz,Gambling,['Gambling'],0,1,0,0,bago lumang miyembro ittbet nagtop pitt makakatanggap pitt bonusi ittbetpxyz,Spam
"Your One-Time Password (OTP) is 459600, please enter within 5 minutes. Call BDO Customer Contact Center if you did not login to your account. Ref.No.837248",Ham,[],0,0,0,0,your onetime password cotp asggoo please enter within minute call bdo customer contact center you not login your account refnobetab,Ham
"Get a chance to win GCash rewards by joining San Miguel Beer’s Instant GCash Panalo Under-the-Crown Promo! Read the full mechanics in the link below! Learn more: https://www.gcash.com/promos/sanmigueloktoberfest20212 Promo runs from September 1, 2021 - January 31, 2022. Available in areas where allowed. Per DOH-FDA-CFRR Permit No.0424 s.2021. Drink Responsibly. ASC Ref Code: G110N010622GS",Ham,[],0,0,0,0,get chance win gcash reward joining san miguel beer instant gcash panalo underthecrown promoi read full mechanic link belowi learn more urllink promo run september oi january ei available area allowed per dohfdacfrr permit nooaa soi drink responsibly asc ref code giionoioggs,Ham
"Hi <NAME>! Thank you for your interest in GInvest! We have sent your registration details to our partner fund providers for their review, and we will notify you via email and SMS as soon as your registration has been approved.",Ham,[],0,0,0,0,hi namei thank you your interest ginvesti we sent your registration detail our partner fund provider review we notify you via email sm soon your registration approved,Ham
"Secure your accounts and cards your way with the BDO Online app! Confirm transactions with biometrics or 6-digit PIN, lock or unlock Debit and Credit Cards, set limits for Debit Cards, enable or disable overseas Debit Card transactions. Try it now!",Ham,[],0,0,0,0,secure your account card your way bdo online appi confirm transaction biometrics gdigit pin lock unlock debit credit card set limit debit card enable disable overseas debit card transaction try nowi,Ham
"Get a chance to win P5,000 Bench GCs and more at the Bench Baby & Kids Fair when you pay with Maya! Visit the Playground of Bench Tower, BGC from Sep 1-4.",Ham,[],0,0,0,0,get chance win psooo bench gc more bench baby kid fair you pay mayai visit playground bench tower bgc sep ia,Ham
Paki kuha naman nung id ko sa table,Ham,[],0,0,0,0,paki kuha nung id table,Ham
Easy money! Like and follow for Zalora and get 183 daily. Apply now: wa.me/639510558714,Phishing,['Phishing'],0,0,0,1,easy moneyi like follow zalora get ibe daily apply now wamegegsiossbtia,Spam
"Your One-time PIN is 480602. Please enter this code within 5 minutes. In case you didn't request for an OTP, simply ignore this message. Have a wonderful day!",Ham,[],0,0,0,0,your onetime pin abogo please enter code within minute case you didnt request otp simply ignore message wonderful dayi,Ham
"MAYA Alert! Someone tried to access your wallet from Pasay. If not you, block: bit.ly/secure-ph-818357",Bank Scam,['Bank Scam'],1,0,0,0,maya alerti someone tried access your wallet pasay not you block urllink,Spam
"Go beyond your travel goals with Globe Prepaid Roam Surf Longer Stay! Enjoy data roaming that gets more affordable the longer you use it. No need for an extra device to lug around during your trip. You can even track your usage in one simple-to-use app! To register, access the GlobeOne app and go to Buy > Roaming. No advisories? Text OFF to 2686 for free.",Ham,[],0,0,0,0,go beyond your travel goal globe prepaid roam surf longer stayi enjoy data roaming get more affordable longer you use no need extra device lug around your trip you even track your usage one simpletouse appi register access globeone app go buy roaming no advisory text gbg free,Ham
"Your Go+99 now comes with FREE 6GB for 5G or apps - same P99 price, same 8GB data + 8GB for 5G or apps + unli allnet texts, valid for 7 days plus get a FREE voucher. Register via GCash - go to Buy Load and check JUST FOR YOU. Promo valid until March 13. REF# FGGTF1",Ham,[],0,0,0,0,your gotgg now come free ggb sg apps pgg price bgb data bgb sg apps unli allnet text valid day plus get free voucher register via gcash go buy load check just you promo valid march ie ref fggtfi,Ham
Gamitin mo na ang 4 FREE Load & Webpay Vouchers mo bago ma-expire at makatipid sa kumustahan at pang regalo for your barkada! Go to https://go.gcash.com/voucher to use your vouchers. No advisories? Tap go.gcash.com/optout,Ham,[],0,0,0,0,gamitin free load webpay voucher bago maexpire makatipid kumustahan pang regalo your barkadai go urllink use your voucher no advisory tap gogcashcomoptout,Ham
"Congratulations GCash User!    You have received P25,000 from  GCash Loyalty Team.  Claim your cash by clicking the  link below.    Claim your cash at  https://gcash-getreward.website/claim    Thank you for choosing GCash  App.","Bank Scam, Phishing","['Bank Scam', 'Phishing']",1,0,0,1,congratulation gcash useri you received psooo gcash loyalty team claim your cash clicking link claim your cash urllink thank you choosing gcash app,Spam
"Get the new iPhone 16 & pay in easy installments with GGives! Pre-order in select stores this weekend and get your last installment for free. Promo is available in physical stores of Power Mac Center, Silicon Valley, The Loop, Fonestyle for 12 months installment option. T&Cs apply.",Ham,[],0,0,0,0,get new iphone ig pay easy installment ggivesi preorder select store weekend get your last installment free promo available physical store power mac center silicon valley loop fonestyle month installment option tc apply,Ham
P50.00 has been loaded to your mobile number 9548058067. Trace No: 1769314477 12/03/2022 15:57:33.306.,Ham,[],0,0,0,0,psooo loaded your mobile number gsabosbogt trace no itggeiaatt ioeo issteeeog,Ham
05/02 19:18: P50.00 loaded to 09129094503 from 09478580716 for 1 year. Ref:9B55LUMM8R. Use GigaLife App for the best promos & deals! smrt.ph/GigaLifeApp,Ham,[],0,0,0,0,oso igib psooo loaded ogigogasoe ogatbsbotig year refgbsslummbr use gigalife app best promos dealsi smrtphgigalifeapp,Ham
1258 is your One-Time PIN. Enter this PIN in the GigaLife App. Please don't share your PIN.,Ham,[],0,0,0,0,isb your onetime pin enter pin gigalife app please dont share your pin,Ham
maganda ba reviews nung shop,Ham,[],0,0,0,0,maganda review nung shop,Ham
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",General Spam,['General Spam'],0,0,1,0,nd time we tried contact u u tso pound prize claim easy call obtiioiesb nowi only iop per min btnationalrate,Spam
7 at esplanade.. Do ü mind giving me a lift cos i got no car today..,Ham,[],0,0,0,0,esplanade ü mind giving lift co got no car today,Ham
Paki sabi excuse ako ngayon,Ham,[],0,0,0,0,paki sabi excuse ako ngayon,Ham
"Tito, nagdeposito lang ako ng P177 sa 177BET at nakakuha ako ng 100% cash. Nanalo ako ng P53627. Halika, huwag sabihin kahit kanino!  177bet2.loan",Gambling,['Gambling'],0,1,0,0,tito nagdeposito ako pitt ittbet nakakuha ako ioo cash nanalo ako psegt halika huwag sabihin kahit kaninoi ittbetloan,Spam
Earn extra income! Facebook Marketing affiliate hiring. 500-1500 per day. No fees. Link: bit.ly/ph-47279,Phishing,['Phishing'],0,0,0,1,earn extra incomei facebook marketing affiliate hiring sooisoo per day no fee link urllink,Spam
"367583 is your authentication code. For your protection, do not share this code with anyone. yyAfcYn/qSW",Ham,[],0,0,0,0,egtsbe your authentication code your protection not share code anyone yyafcynqsw,Ham
Your payment of P149.00 to Netflix Inc. has been successfully processed on 02-13-23 09:16:16 AM. Ref. No. 033899396,Ham,[],0,0,0,0,your payment piagoo netflix inc successfully processed oiee ogigig ref no oeebggegg,Ham
Facebook: Ur account will be disabled. Appeal here: bit.ly/ph-80601,General Spam,['General Spam'],0,0,1,0,facebook ur account disabled appeal here urllink,Spam
"Ready Exciting Weekend at Sbet! Enjoy 200% Deposit Bonus With Free 3,000p! Sbetwin.eu Win Big Now from Weekend Special Prize Pool & Get Up to 22% Extra Bonus",General Spam,['General Spam'],0,0,1,0,ready exciting weekend sbeti enjoy oo deposit bonus free eooopi sbetwineu win big now weekend special prize pool get extra bonus,Spam
I return ko muna sa seller,Ham,[],0,0,0,0,return muna seller,Ham
BOSS! WIN-PH na pinaka-trusted. Fast cashout via Gcash/Maya. Sali na: wa.me/63912345678,"Bank Scam, Gambling","['Bank Scam', 'Gambling']",1,1,0,0,bossi winph pinakatrusted fast cashout via gcashmaya sali wamegegieasgtb,Spam
"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",General Spam,['General Spam'],0,0,1,0,bored speed dating try speedchat txt speedchat boiss you dont like em txt swap get new chatteri chatboiss poboxegsoawaswq isopmsg rcd ig,Spam
Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,General Spam,['General Spam'],0,0,1,0,thanks vote now sing along star karaoke your mobile free link just reply sing now,Spam
GrabExpress: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-683214,Phishing,['Phishing'],0,0,0,1,grabexpress parcel held distribution center pay custom fee urllink,Spam
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,General Spam,['General Spam'],0,0,1,0,ur cashbalance currently soo pound maximize ur cashin now send go bggbb only isopmsg cc obtibtooi hgsuiteealands rowwijghl,Spam
"#KayaMoNow i-level up ang internet sa bahay gamit ang mabilis at maaasahan na GFiber Prepaid, now with FREE BlastTV subscription to stream movies, shows, channels, at live sports! Enjoy reloadable UNLI Fiber WiFi for as low as P299, walang lock-up, at walang documents na kailangan! Mag-apply na via the GlobeOne app at https://g1.onelink.me/KJve/djz3kmx3. Subject to serviceability checking. No advisories? Text OFF to 2686 for free.",Ham,[],0,0,0,0,kayamonow ilevel internet bahay gamit mabilis maaasahan gfiber prepaid now free blasttv subscription stream movie show channel live sportsi enjoy reloadable unli fiber wifi low pgg walang lockup walang document kailangani magapply via globeone app urllink subject serviceability checking no advisory text gbg free,Ham
"GCASH Alert! Someone tried to access your wallet from Pasay. If not you, block: bit.ly/secure-ph-982018",Bank Scam,['Bank Scam'],1,0,0,0,gcash alerti someone tried access your wallet pasay not you block urllink,Spam
"This is a public service advisory from National Telecommunications Commission, Securities and Exchange Commission, and GOMO. Maging alerto sa obligadong advance fees bago makapangutang. Ito ay SCAM. Sumangguni sa www.sec.gov.ph o tumawag sa 8818-5990.",Ham,[],0,0,0,0,public service advisory national telecommunication commission security exchange commission gomo maging alerto obligadong advance fee bago makapangutang scam sumangguni urllink tumawag bbibsggo,Ham
What is the plan for our group study tonight?,Ham,[],0,0,0,0,plan our group study tonight,Ham
Flash Express: Failed delivery attempt. Your package is held at warehouse. Pay fee to redeliver: wa.me/63912345678,Phishing,['Phishing'],0,0,0,1,flash express failed delivery attempt your package held warehouse pay fee redeliver wamegegieasgtb,Spam
"512568 is your authentication code. For your protection, do not share this code with anyone. yyAfcYn/qSW",Ham,[],0,0,0,0,sisgb your authentication code your protection not share code anyone yyafcynqsw,Ham
Have you tried GO59? That's 5GB of data & unlitext to all networks valid for 3 days. Enjoy this promo by texting GO59 to 8080! REF#: FGRWBL1,Ham,[],0,0,0,0,you tried gosg thats sgb data unlitext all network valid e day enjoy promo texting gosg boboi ref fgrwbli,Ham
He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,Ham,[],0,0,0,0,say hell give call friend got money he definitely buying end week,Ham
